z;S_dispersion_relation_re;S_dispersion_relation_im;S_kernel_re;S_kernel_im;S_discrete_re;S_discrete_im
0.49450281333011564;0.019445422593708805;0;-0.019436884264861273;0;0.0072917354629361778;0.018073799575158998
0.49459582795378915;0.019445379199214602;0;-0.019436501692792294;0;-0.007360467813201833;0.018038397204231223
0.49476194271944185;0.019445326161630978;0;-0.019436109510994663;0;-0.018916584060831659;-0.0040367441956714297
0.49503276837801008;0.01944526348103684;0;-0.019435707720567342;0;0.015147628589660006;-0.012115105103082838
0.49515725037946545;0.019445191157525434;0;-0.019435296322623467;0;0.018026246894498322;0.0070591593636107324
0.49520466440256083;0.01944510919120436;0;-0.019434875318290263;0;0.013933531223232685;0.013530795820451698
0.49521142379454136;0.019445017582195558;0;-0.019434444708709201;0;0.013154754051425436;0.014302483436563594
0.49539593341724203;0.019444916330635324;0;-0.019434004495035781;0;-0.01377893649911264;0.013671531175207394
0.49544191970055851;0.019444805436674279;0;-0.01943355467843973;0;-0.017857088971537632;0.0074586489180443888
0.49547262926186586;0.019444684900477415;0;-0.019433095260104862;0;-0.019151588600834175;0.0026400472001578521
0.49560406373913912;0.01944455472222404;0;-0.019432626241229125;0;-0.011056613143035325;-0.016005359956706593
0.49567245086231171;0.019444414902107826;0;-0.019432147623024597;0;-0.00072339938417469553;-0.019489185717600641
0.49573484406600854;0.01944426544033678;0;-0.0194316594067175;0;0.00899384374266257;-0.017255633306496116
0.4959468175974569;0.019444106337133261;0;-0.019431161593548116;0;0.014974000821719669;0.012343108720045053
0.49610965770582072;0.01944393759273395;0;-0.019430654184770906;0;-0.0088314916446747289;0.017338927517524621
0.49623986013250387;0.019443759207389881;0;-0.019430137181654376;0;-0.019327145018506312;0.00014435516117761003
0.49641112404078336;0.019443571181366442;0;-0.019429610585481177;0;-0.0028468205227837784;-0.019288916386383977
0.49646253678451441;0.019443373514943338;0;-0.019429074397548058;0;0.0053744886485055697;-0.018725338887142891
0.49647952202187651;0.019443166208414634;0;-0.019428528619165834;0;0.0079465119367871304;-0.017767669664351799
0.4967711890787635;0.019442949262088713;0;-0.019427973251659434;0;0.0053494028030332871;0.018741541962461639
0.49716993009010557;0.019442722676288313;0;-0.019427408296367861;0;-0.0017357846512213589;-0.019421489969559318
0.49718073463811857;0.019442486451350504;0;-0.019426833754644209;0;6.5609903447159318e-06;-0.019498698697155113
0.49722741932681802;0.01944224058762669;0;-0.019426249627855635;0;0.0073544247795561245;-0.018024058067968494
0.49731748974785545;0.019441985085482612;0;-0.019425655917383364;0;0.017581665941404083;-0.0080700810525678891
0.49742449922762622;0.01944171994529835;0;-0.019425052624622706;0;0.017256068868149316;0.0087864828727188381
0.49747398920540242;0.019441445167468312;0;-0.019424439750983041;0;0.012308474219937172;0.015039766148528325
0.49787427830154779;0.019441160752401238;0;-0.019423817297887766;0;-0.0090452066438399467;-0.01723592752797069
0.49792693853747849;0.019440866700520202;0;-0.019423185266774369;0;-0.00091128182608953478;-0.019473335548496576
0.49802174252606501;0.019440563012262616;0;-0.019422543659094366;0;0.013097875161562182;-0.014313332053468001
0.49820912546011376;0.019440249688080204;0;-0.019421892476313322;0;0.014263402935554803;0.013162777534169241
0.49824375046660135;0.019439926728439038;0;-0.019421231719910836;0;0.0099535158856612072;0.016717559724267916
0.49826139717134127;0.019439594133819502;0;-0.019420561391380556;0;0.0074131567314485143;0.018008613784789278
0.49841611188354196;0.019439251904716306;0;-0.019419881492230135;0;-0.01511757023722851;0.012109675675359723
0.49862636178442804;0.019438900041638511;0;-0.019419192023981263;0;-0.009015146952023283;-0.017248778794748166
0.49863707829726744;0.019438538545109459;0;-0.019418492988169653;0;-0.0074514508178417085;-0.01799102332303805
0.4986678311406012;0.019438167415666858;0;-0.019417784386345015;0;-0.0026781996227794539;-0.01930443596189689
0.49886451425495537;0.019437786653862702;0;-0.01941706622007108;0;0.019268666794659533;-0.0012610266175111867
0.49911195525900659;0.019437396260263317;0;-0.019416338490925573;0;-0.0080614567765404706;0.017694394923261327
0.49911370723047582;0.019436996235449359;0;-0.019415601200500222;0;-0.0083174833881421422;0.017573005530643171
0.49922447640308137;0.019436586580015784;0;-0.019414854350400759;0;-0.018925254203938802;0.003839374094087447
0.49928522445737544;0.019436167294571875;0;-0.019414097942246893;0;-0.018401879660116829;-0.0059306701601197402
0.49946550282192348;0.019435738379741215;0;-0.019413331977672303;0;0.0046555683539640999;-0.018899635457824845
0.49950650154992177;0.019435299836161716;0;-0.019412556458324653;0;0.010680132825223612;-0.016213392461694523
0.49950963965944789;0.019434851664485588;0;-0.019411771385865601;0;0.011098213297055516;-0.015924629509810571
0.49972061984018085;0.019434393865379356;0;-0.019410976761970736;0;0.013386033461774059;0.014056984196581458
0.4997382788416963;0.019433926439523849;0;-0.019410172588329645;0;0.011195072287565177;0.015886949282665673
0.49990506281929675;0.01943344938761421;0;-0.01940935886664583;0;-0.013509617695779552;0.013891557468800041
0.4999403417476555;0.019432962710359877;0;-0.01940853559863678;0;-0.016933393151873859;0.0093253601488097332
0.50006276472444655;0.019432466408484585;0;-0.019407702786033928;0;-0.016731093645341966;-0.0097400445454123505
0.50013537996015833;0.019431960482726388;0;-0.019406860430582588;0;-0.0082535914453653811;-0.017617229328470024
0.50018170491011238;0.019431444933837621;0;-0.019406008534042066;0;-0.0010555619104605275;-0.019445645187737979
0.50025674137794229;0.019430919762584924;0;-0.019405147098185593;0;0.010453217367978098;-0.016351257549326335
0.50042597898978947;0.019430384969749231;0;-0.019404276124800297;0;0.017655276674982533;0.0078956334205412711
0.50056030402110208;0.019429840556125771;0;-0.019403395615687255;0;0.00062743202108932064;0.01946094847999549
0.50067541045783259;0.019429286522524059;0;-0.019402505572661415;0;-0.015462576545689355;0.011621300046505412
0.50067813730054855;0.019428722869767902;0;-0.019401605997551669;0;-0.015721641175885797;0.011262383905946256
0.50073474848544175;0.019428149598695387;0;-0.019400696892200774;0;-0.019093513973653664;0.0027906740892604544
0.50076526896292772;0.019427566710158901;0;-0.019399778258465426;0;-0.019181823886993028;-0.0021596665733562628
0.50093696404690979;0.019426974205025104;0;-0.019398850098216146;0;-0.00051141944714715312;-0.019456110289900574
0.50107739442553956;0.019426372084174928;0;-0.019397912413337399;0;0.017588907565666646;-0.0079722648834326931
0.50115454917171265;0.019425760348503598;0;-0.019396965205727489;0;0.018826448747605536;0.0042972388672936042
0.50124420801174496;0.019425138998920614;0;-0.019396008477298599;0;0.010904717204672827;0.016071433867652415
0.50131802114458857;0.019424508036349736;0;-0.019395042229976799;0;-0.00031205560809187502;0.019453221713218054
0.50134624253277238;0.019423867461729017;0;-0.019394066465701975;0;-0.0048106219352504771;0.018832600669016375
0.50147113873276872;0.019423217276010752;0;-0.019393081186427883;0;-0.018565855587089241;0.0052494037173729377
0.50153235907334359;0.019422557480161532;0;-0.019392086394122165;0;-0.018753813972465769;-0.0045934691964200974
0.50154532785732231;0.019421888075162194;0;-0.019391082090766242;0;-0.01815490851856626;-0.006610921961364446
